,ISBN,User-ID,Book-Rating
61697,0515111317,153662,10
61698,0515111317,160878,9
61699,0515111317,161752,4
61700,0515111317,170845,9
61701,0515111317,180348,8
61702,0515111317,182085,5
61703,0515111317,242006,9
61704,051511264X,104636,7
61705,051511264X,110934,6
61706,051511264X,140358,5
61707,051511264X,154070,5
61708,051511264X,158295,6
61709,051511264X,185634,10
61710,051511264X,200402,6
61711,051511264X,234623,7
61712,051511264X,234828,7
61713,051511264X,237990,6
61714,051511264X,258534,7
61715,051511264X,271448,5
61716,051511331X,23872,5
61717,051511331X,35233,8
61718,051511331X,68555,6
61719,051511331X,125063,5
61720,051511331X,143175,9
61721,051511331X,182086,10
61722,051511331X,184532,10
61723,051511331X,228764,10
61724,051511331X,249628,8
61725,051511331X,261314,5
61726,0515113328,10030,8
61727,0515113328,11724,8
61728,0515113328,49889,6
61729,0515113328,53265,10
61730,0515113328,58351,8
61731,0515113328,159033,8
61732,0515113328,193610,8
61733,0515114006,49154,5
61734,0515114006,112001,10
61735,0515114006,114368,10
61736,0515114006,123883,5
61737,0515114006,124989,10
61738,0515114006,153283,8
61739,0515114006,153662,9
61740,0515114006,155444,10
61741,0515114006,178356,4
61742,0515114006,227520,10
61743,0515114006,247447,9
61744,0515114006,248615,6
61745,0515114006,273113,5
61746,0515114693,13552,7
61747,0515114693,30854,5
61748,0515114693,31315,8
61749,0515114693,57398,7
61750,0515114693,92132,10
61751,0515114693,92405,10
61752,0515114693,100227,9
61753,0515114693,114368,10
61754,0515114693,116599,8
61755,0515114693,125774,8
61756,0515114693,144318,8
61757,0515114693,153662,9
61758,0515114693,167800,9
61759,0515114693,177374,8
61760,0515114693,178458,7
61761,0515114693,185254,10
61762,0515114693,200226,7
61763,0515114693,227520,10
61764,0515114693,247241,8
61765,0515114693,264082,10
61766,0515114693,273113,5
61767,0515115630,12982,7
61768,0515115630,68555,6
61769,0515115630,69232,8
61770,0515115630,123883,5
61771,0515115630,129690,8
61772,0515115630,153662,9
61773,0515115630,243448,7
61774,0515115630,251327,7
61775,0515115630,264637,7
61776,0515115649,11724,8
61777,0515115649,26535,5
61778,0515115649,52917,6
61779,0515115649,53265,10
61780,0515115649,87820,7
61781,0515115649,88733,8
61782,0515115649,126814,7
61783,0515115649,127826,7
61784,0515115649,129074,7
61785,0515115649,131032,6
61786,0515115649,159033,7
61787,0515115649,175529,5
61788,0515115649,183046,7
61789,0515115649,193350,8
61790,0515115649,229177,7
61791,051511605X,11676,5
61792,051511605X,24933,8
61793,051511605X,67296,5
61794,051511605X,87141,8
61795,051511605X,110558,8
61796,051511605X,124487,9
61797,051511605X,141444,5
61798,051511605X,162155,4
61799,051511605X,203799,8
61800,051511605X,216670,7
61801,051511605X,257204,9
61802,051511605X,258534,9
61803,051511605X,265115,9
61804,0515116068,16510,6
61805,0515116068,27813,8
61806,0515116068,51450,10
61807,0515116068,108480,8
61808,0515116068,114368,10
61809,0515116068,123883,5
61810,0515116068,128257,6
61811,0515116068,139141,5
61812,0515116068,153662,10
61813,0515116068,192462,5
61814,0515116068,218240,6
61815,0515116068,233903,9
61816,0515116068,234614,8
61817,0515116068,273113,5
61818,0515116173,22818,8
61819,0515116173,52917,6
61820,0515116173,57398,8
61821,0515116173,72523,8
61822,0515116173,197664,7
61823,0515116173,226965,7
61824,0515116173,262940,8
61825,0515116750,13552,8
61826,0515116750,108480,8
61827,0515116750,114368,10
61828,0515116750,123883,5
61829,0515116750,129084,8
61830,0515116750,153662,9
61831,0515116750,185254,10
61832,0515116750,200226,7
61833,0515116750,203805,7
61834,0515116750,214583,7
61835,0515116750,216683,8
61836,0515116750,223190,10
61837,0515116750,227520,10
61838,0515116750,233526,9
61839,0515116750,247241,7
61840,0515116750,251613,10
61841,0515116750,264082,10
61842,0515116750,273113,5
61843,0515117234,22818,8
61844,0515117234,52917,7
61845,0515117234,61910,10
61846,0515117234,88652,10
61847,0515117234,100610,10
61848,0515117234,100644,4
61849,0515117234,114813,5
61850,0515117234,156269,7
61851,0515117234,175052,8
61852,0515117234,219035,7
61853,0515117234,259829,3
61854,051511779X,8245,7
61855,051511779X,14374,6
61856,051511779X,31315,8
61857,051511779X,43006,7
61858,051511779X,51350,9
61859,051511779X,60168,10
61860,051511779X,69697,9
61861,051511779X,79724,7
61862,051511779X,108480,8
61863,051511779X,114368,10
61864,051511779X,114414,5
61865,051511779X,115002,10
61866,051511779X,116599,8
61867,051511779X,123883,5
61868,051511779X,129084,8
61869,051511779X,153718,8
61870,051511779X,161903,9
61871,051511779X,177374,8
61872,051511779X,185254,10
61873,051511779X,200226,7
61874,051511779X,203805,8
61875,051511779X,227447,10
61876,051511779X,227520,10
61877,051511779X,239688,10
61878,051511779X,247241,6
61879,051511779X,264082,10
61880,051511779X,273113,5
61881,0515118230,1733,8
61882,0515118230,68555,5
61883,0515118230,123883,5
61884,0515118230,130474,9
61885,0515118230,135265,8
61886,0515118230,147839,6
61887,0515118230,153662,9
61888,0515118230,163612,7
61889,0515118230,177072,8
61890,0515118230,190708,8
61891,0515118230,210822,7
61892,0515118230,244277,6
61893,0515118230,248850,9
61894,0515118230,254465,10
61895,0515118230,273113,5
61896,0515118559,9354,8
61897,0515118559,49154,5
61898,0515118559,106417,10
61899,0515118559,109519,5
61900,0515118559,114200,10
61901,0515118559,114368,10
61902,0515118559,136382,5
61903,0515118559,153718,8
61904,0515118559,163973,7
61905,0515118559,165308,8
61906,0515118559,200226,7
61907,0515118559,226976,7
61908,0515118559,239688,8
61909,0515118559,244627,10
61910,0515118656,28591,8
61911,0515118656,29526,9
61912,0515118656,32195,7
61913,0515118656,44756,10
61914,0515118656,48494,8
61915,0515118656,72238,7
61916,0515118656,77480,8
61917,0515118656,101876,7
61918,0515118656,139913,7
61919,0515118656,146113,8
61920,0515118656,154469,6
61921,0515118656,159858,7
61922,0515118656,202195,7
61923,0515118656,203240,7
61924,0515118656,221705,7
61925,0515118656,227520,8
61926,0515118656,247447,8
61927,0515118656,261829,7
61928,0515118656,267033,5
61929,0515118656,270713,7
61930,0515118656,273190,8
61931,0515119202,28451,6
61932,0515119202,36135,7
61933,0515119202,104636,9
61934,0515119202,112001,10
61935,0515119202,123430,5
61936,0515119202,129084,8
61937,0515119202,130658,5
61938,0515119202,177374,9
61939,0515119202,184629,7
61940,0515119202,227520,9
61941,0515119202,234023,7
61942,0515119202,235099,9
61943,0515119202,273113,5
61944,0515119644,30972,6
61945,0515119644,31315,8
61946,0515119644,34075,6
61947,0515119644,35845,7
61948,0515119644,82497,8
61949,0515119644,110934,6
61950,0515119644,125519,8
61951,0515119644,171045,8
61952,0515119644,196047,7
61953,0515119644,212467,5
61954,0515119644,217318,5
61955,0515119644,219149,8
61956,0515119644,232131,7
61957,0515119644,235935,5
61958,0515119644,253629,8
61959,0515119644,258534,8
61960,0515119644,259259,8
61961,0515119644,265115,9
61962,0515119652,51883,5
61963,0515119652,78553,10
61964,0515119652,114368,10
61965,0515119652,123883,5
61966,0515119652,146207,7
61967,0515119652,150561,7
61968,0515119652,178356,10
61969,0515119652,273113,5
61970,0515119784,32087,6
61971,0515119784,35857,8
61972,0515119784,37556,8
61973,0515119784,41781,8
61974,0515119784,46145,9
61975,0515119784,55441,5
61976,0515119784,56661,10
61977,0515119784,63854,7
61978,0515119784,122793,9
61979,0515119784,123515,6
61980,0515119784,126240,9
61981,0515119784,136348,8
61982,0515119784,161662,7
61983,0515119784,174062,7
61984,0515119784,177072,8
61985,0515119784,184513,7
61986,0515119784,194600,8
61987,0515119784,235282,8
61988,0515119784,241799,8
61989,051511992X,11676,8
61990,051511992X,13552,7
61991,051511992X,16795,10
61992,051511992X,29855,6
61993,051511992X,34987,9
61994,051511992X,36839,8
61995,051511992X,60475,8
61996,051511992X,76151,10
61997,051511992X,111174,8
61998,051511992X,123825,7
61999,051511992X,123883,5
62000,051511992X,129690,8
62001,051511992X,146197,6
62002,051511992X,153662,9
62003,051511992X,157811,10
62004,051511992X,160735,6
62005,051511992X,179718,10
62006,051511992X,182086,10
62007,051511992X,190708,7
62008,051511992X,193610,8
62009,051511992X,196502,7
62010,051511992X,200226,6
62011,051511992X,203764,10
62012,051511992X,205085,7
62013,051511992X,228764,7
62014,051511992X,241033,6
62015,051511992X,253871,6
62016,051511992X,254465,10
62017,051511992X,264525,9
62018,0515120006,1409,6
62019,0515120006,7125,6
62020,0515120006,58255,10
62021,0515120006,104447,8
62022,0515120006,104636,10
62023,0515120006,108480,7
62024,0515120006,112001,10
62025,0515120006,123430,5
62026,0515120006,123883,5
62027,0515120006,149071,7
62028,0515120006,153662,9
62029,0515120006,163804,7
62030,0515120006,163973,6
62031,0515120006,164828,7
62032,0515120006,165308,8
62033,0515120006,203805,6
62034,0515120006,216683,8
62035,0515120006,218221,9
62036,0515120006,226545,8
62037,0515120006,227520,8
62038,0515120006,234023,8
62039,0515120006,273113,5
62040,0515120278,11724,8
62041,0515120278,33491,6
62042,0515120278,53265,10
62043,0515120278,61038,5
62044,0515120278,81045,10
62045,0515120278,102647,7
62046,0515120278,114378,5
62047,0515120278,121592,5
62048,0515120278,129074,7
62049,0515120278,183046,7
62050,0515120278,184202,8
62051,0515120278,193350,7
62052,0515120456,60427,8
62053,0515120456,78973,8
62054,0515120456,80945,7
62055,0515120456,82407,5
62056,0515120456,100906,8
62057,0515120456,114988,8
62058,0515120456,141958,8
62059,0515120456,152186,9
62060,0515120456,182993,7
62061,0515120456,216466,7
62062,0515120456,252695,7
62063,0515120456,258270,10
62064,0515120618,11676,9
62065,0515120618,48153,10
62066,0515120618,48494,8
62067,0515120618,52614,10
62068,0515120618,58255,8
62069,0515120618,81492,8
62070,0515120618,92405,8
62071,0515120618,104636,9
62072,0515120618,108480,8
62073,0515120618,123238,8
62074,0515120618,123883,5
62075,0515120618,135753,6
62076,0515120618,153662,9
62077,0515120618,163973,7
62078,0515120618,174092,5
62079,0515120618,177492,9
62080,0515120618,185254,10
62081,0515120618,189104,10
62082,0515120618,200226,8
62083,0515120618,203805,8
62084,0515120618,204804,6
62085,0515120618,207349,10
62086,0515120618,212965,5
62087,0515120618,225087,10
62088,0515120618,226976,8
62089,0515120618,247447,9
62090,0515120618,273113,5
62091,0515120871,36135,7
62092,0515120871,104636,9
62093,0515120871,112001,10
62094,0515120871,123883,5
62095,0515120871,124487,9
62096,0515120871,171359,10
62097,0515120871,207569,10
62098,0515120871,208506,8
62099,0515120871,216683,8
62100,0515120871,227520,9
62101,0515120871,234023,7
62102,0515120871,235099,9
62103,0515120898,16795,10
62104,0515120898,61427,9
62105,0515120898,64679,8
62106,0515120898,84882,8
62107,0515120898,103304,10
62108,0515120898,120860,5
62109,0515120898,122793,10
62110,0515120898,141710,10
62111,0515120898,161974,7
62112,0515120898,174282,8
62113,0515120898,209756,8
62114,0515120898,211919,5
62115,0515120898,235282,8
62116,0515120898,237856,9
62117,0515120898,241799,9
62118,0515120898,246175,3
62119,0515120898,252695,9
62120,0515120898,264031,10
62121,0515121495,11676,7
62122,0515121495,33124,9
62123,0515121495,46295,6
62124,0515121495,50895,7
62125,0515121495,57976,8
62126,0515121495,98722,7
62127,0515121495,102772,8
62128,0515121495,104243,8
62129,0515121495,106294,6
62130,0515121495,125692,8
62131,0515121495,163804,7
62132,0515121495,232131,4
62133,0515121495,245128,3
62134,0515121495,247129,5
62135,0515121495,258534,6
62136,0515121843,9717,9
62137,0515121843,11676,9
62138,0515121843,13552,7
62139,0515121843,40889,10
62140,0515121843,53664,9
62141,0515121843,58255,9
62142,0515121843,74493,9
62143,0515121843,79740,5
62144,0515121843,104211,7
62145,0515121843,108405,9
62146,0515121843,123883,5
62147,0515121843,129084,8
62148,0515121843,134029,8
62149,0515121843,144531,8
62150,0515121843,153662,8
62151,0515121843,153718,9
62152,0515121843,155444,10
62153,0515121843,159822,7
62154,0515121843,165308,6
62155,0515121843,173835,10
62156,0515121843,181796,9
62157,0515121843,194676,6
62158,0515121843,200226,7
62159,0515121843,205765,8
62160,0515121843,207349,9
62161,0515121843,214138,7
62162,0515121843,218552,6
62163,0515121843,227413,5
62164,0515121843,227520,9
62165,0515121843,252292,10
62166,0515121843,252695,10
62167,0515121843,259930,9
62168,0515121843,264082,9
62169,0515121843,273113,5
62170,0515121843,277945,7
62171,051512219X,11676,9
62172,051512219X,18082,8
62173,051512219X,20561,9
62174,051512219X,28289,5
62175,051512219X,73022,5
62176,051512219X,76151,10
62177,051512219X,79740,3
62178,051512219X,123883,5
62179,051512219X,143175,9
62180,051512219X,153662,9
62181,051512219X,165345,9
62182,051512219X,167800,8
62183,051512219X,169699,5
62184,051512219X,178322,5
62185,051512219X,187256,8
62186,051512219X,189973,6
62187,051512219X,218552,4
62188,051512219X,226545,9
62189,051512219X,228764,8
62190,051512219X,248850,10
62191,051512219X,254465,10
62192,051512219X,265115,8
62193,051512219X,273113,5
62194,051512219X,278194,4
62195,0515122408,11676,6
62196,0515122408,15819,9
62197,0515122408,26535,5
62198,0515122408,31393,7
62199,0515122408,50730,5
62200,0515122408,75591,7
62201,0515122408,95991,7
62202,0515122408,136011,8
62203,0515122408,159033,8
62204,0515122408,161250,10
62205,0515122408,188106,6
62206,0515122408,236595,7
62207,0515122408,251721,8
62208,0515122408,259260,9
62209,0515122491,11676,8
62210,0515122491,16916,10
62211,0515122491,27813,8
62212,0515122491,30711,6
62213,0515122491,44756,10
62214,0515122491,56307,8
62215,0515122491,79740,5
62216,0515122491,118484,8
62217,0515122491,124066,8
62218,0515122491,153662,9
62219,0515122491,158295,7
62220,0515122491,178201,5
62221,0515122491,180348,7
62222,0515122491,203240,6
62223,0515122491,221705,9
62224,0515122491,225595,6
62225,0515122491,247055,8
62226,0515122491,247447,9
62227,0515122491,261829,5
62228,0515122564,39662,5
62229,0515122564,78973,7
62230,0515122564,141958,8
62231,0515122564,147475,7
62232,0515122564,238889,5
62233,0515122564,252347,5
62234,0515122564,259260,6
62235,0515122734,3371,9
62236,0515122734,11676,10
62237,0515122734,26544,8
62238,0515122734,30276,7
62239,0515122734,32195,8
62240,0515122734,37493,7
62241,0515122734,40889,10
62242,0515122734,62582,10
62243,0515122734,104211,10
62244,0515122734,111847,10
62245,0515122734,112001,10
62246,0515122734,123883,5
62247,0515122734,123981,9
62248,0515122734,124989,10
62249,0515122734,144531,9
62250,0515122734,150561,9
62251,0515122734,153662,9
62252,0515122734,165308,8
62253,0515122734,200226,8
62254,0515122734,207349,9
62255,0515122734,213410,8
62256,0515122734,214348,8
62257,0515122734,218552,6
62258,0515122734,220307,7
62259,0515122734,222688,9
62260,0515122734,245568,7
62261,0515122734,254465,10
62262,0515122734,273113,5
62263,051512317X,9354,10
62264,051512317X,13552,7
62265,051512317X,40889,10
62266,051512317X,53664,9
62267,051512317X,74493,8
62268,051512317X,114200,9
62269,051512317X,123883,5
62270,051512317X,125774,9
62271,051512317X,134029,10
62272,051512317X,135149,8
62273,051512317X,153662,9
62274,051512317X,153718,9
62275,051512317X,181796,9
62276,051512317X,194676,6
62277,051512317X,207349,10
62278,051512317X,212965,5
62279,051512317X,214138,7
62280,051512317X,218552,8
62281,051512317X,223892,3
62282,051512317X,227520,9
62283,051512317X,235099,9
62284,051512317X,243720,10
62285,051512317X,247241,7
62286,051512317X,252695,10
62287,051512317X,259930,9
62288,051512317X,264031,8
62289,051512317X,273113,5
62290,051512317X,277945,7
62291,0515123447,11676,8
62292,0515123447,56307,8
62293,0515123447,102945,8
62294,0515123447,107784,5
62295,0515123447,139827,8
62296,0515123447,154529,9
62297,0515123447,232131,7
62298,0515123447,241666,8
62299,0515123447,241949,7
62300,0515123471,49109,5
62301,0515123471,83287,10
62302,0515123471,125774,7
62303,0515123471,128835,9
62304,0515123471,129074,8
62305,0515123471,134948,8
62306,0515123471,139827,8
62307,0515123471,174892,5
62308,0515123471,225912,7
62309,0515123471,226965,6
62310,0515123471,236340,7
62311,0515124206,30276,8
62312,0515124206,31468,5
62313,0515124206,67840,9
62314,0515124206,153662,10
62315,0515124206,160878,6
62316,0515124206,170845,7
62317,0515124206,206074,7
62318,0515124206,233903,9
62319,0515124206,239535,9
62320,0515124206,242006,7
62321,0515124214,13552,7
62322,0515124214,31393,5
62323,0515124214,40889,10
62324,0515124214,53365,7
62325,0515124214,53664,9
62326,0515124214,57398,9
62327,0515124214,85701,5
62328,0515124214,107021,8
62329,0515124214,123883,5
62330,0515124214,134029,10
62331,0515124214,153662,9
62332,0515124214,153718,9
62333,0515124214,159822,7
62334,0515124214,175529,8
62335,0515124214,177090,8
62336,0515124214,194676,6
62337,0515124214,201641,10
62338,0515124214,207349,10
62339,0515124214,210485,5
62340,0515124214,212965,5
62341,0515124214,214138,7
62342,0515124214,218552,8
62343,0515124214,227520,8
62344,0515124214,252695,10
62345,0515124214,273113,5
62346,0515124214,277945,7
62347,0515124621,11676,6
62348,0515124621,16795,8
62349,0515124621,34987,8
62350,0515124621,123883,5
62351,0515124621,129690,10
62352,0515124621,153662,10
62353,0515124621,177072,8
62354,0515124621,182086,10
62355,0515124621,190409,7
62356,0515124621,226965,5
62357,0515124621,237990,6
62358,0515124621,261314,5
62359,0515124621,273113,5
62360,0515124621,278188,8
62361,051512463X,2110,8
62362,051512463X,41596,8
62363,051512463X,44893,6
62364,051512463X,75591,7
62365,051512463X,126907,7
62366,051512463X,127200,8
62367,051512463X,129074,7
62368,051512463X,131154,7
62369,051512463X,133416,7
62370,051512463X,171003,7
62371,051512463X,193778,5
62372,051512463X,208141,8
62373,051512463X,218568,8
62374,0515124893,56554,9
62375,0515124893,112001,10
62376,0515124893,123883,5
62377,0515124893,144318,8
62378,0515124893,177862,8
62379,0515124893,192245,5
62380,0515124893,200226,7
62381,0515124893,202532,5
62382,0515124893,207349,9
62383,0515124893,210315,6
62384,0515124893,240267,6
62385,0515124893,244814,8
62386,0515124893,273113,5
62387,0515125490,58497,7
62388,0515125490,113944,5
62389,0515125490,244685,9
62390,0515125490,251518,6
62391,0515125490,269890,9
62392,0515125490,278026,8
62393,0515125628,44756,10
62394,0515125628,47316,8
62395,0515125628,79740,5
62396,0515125628,80810,8
62397,0515125628,81492,10
62398,0515125628,98547,5
62399,0515125628,104636,10
62400,0515125628,149934,3
62401,0515125628,154469,8
62402,0515125628,192479,9
62403,0515125628,203240,6
62404,0515125628,208829,10
62405,0515125628,234614,8
62406,0515125628,237990,9
62407,0515125628,244915,8
62408,0515125628,258185,7
62409,0515125628,276165,8
62410,051512608X,3719,7
62411,051512608X,11676,7
62412,051512608X,20149,7
62413,051512608X,31652,5
62414,051512608X,45557,6
62415,051512608X,61028,8
62416,051512608X,109427,4
62417,051512608X,109519,8
62418,051512608X,109899,7
62419,051512608X,112979,3
62420,051512608X,114368,10
62421,051512608X,123883,5
62422,051512608X,126693,10
62423,051512608X,130784,7
62424,051512608X,181796,6
62425,051512608X,192245,4
62426,051512608X,207349,9
62427,051512608X,207860,9
62428,051512608X,214138,6
62429,051512608X,223587,8
62430,051512608X,227520,7
62431,051512608X,233578,7
62432,051512608X,235099,8
62433,051512608X,237411,4
62434,051512608X,242499,9
62435,051512608X,248615,5
62436,051512608X,264031,8
62437,0515126098,11456,4
62438,0515126098,52853,7
62439,0515126098,88652,10
62440,0515126098,129074,8
62441,0515126098,132909,8
62442,0515126098,142524,9
62443,0515126098,262940,8
62444,0515126098,267635,8
62445,0515126489,11676,8
62446,0515126489,38457,7
62447,0515126489,58612,7
62448,0515126489,111190,5
62449,0515126489,124487,5
62450,0515126489,125519,9
62451,0515126489,131657,9
62452,0515126489,171078,7
62453,0515126489,197659,8
62454,0515126489,217318,5
62455,0515126489,222035,8
62456,0515126489,232945,7
62457,0515126489,250456,8
62458,0515126489,262634,5
62459,0515126489,265276,7
62460,0515126489,267635,8
62461,0515126772,11676,10
62462,0515126772,13552,8
62463,0515126772,20561,10
62464,0515126772,30276,6
62465,0515126772,40511,7
62466,0515126772,40889,10
62467,0515126772,49792,9
62468,0515126772,53664,8
62469,0515126772,69933,10
62470,0515126772,72238,8
62471,0515126772,73651,5
62472,0515126772,91342,8
62473,0515126772,106417,8
62474,0515126772,109491,9
62475,0515126772,109519,5
62476,0515126772,114200,10
62477,0515126772,114368,10
62478,0515126772,119806,10
62479,0515126772,120030,7
62480,0515126772,123883,5
62481,0515126772,124487,9
62482,0515126772,124989,10
62483,0515126772,125774,8
62484,0515126772,127122,5
62485,0515126772,129358,10
62486,0515126772,131437,7
62487,0515126772,135376,10
62488,0515126772,135753,10
62489,0515126772,137742,9
62490,0515126772,143965,6
62491,0515126772,144318,8
62492,0515126772,153662,9
62493,0515126772,156467,10
62494,0515126772,170693,7
62495,0515126772,194676,8
62496,0515126772,200226,7
62497,0515126772,200422,7
62498,0515126772,208829,8
62499,0515126772,209238,9
62500,0515126772,212965,10
62501,0515126772,215139,9
62502,0515126772,224997,5
62503,0515126772,227520,10
62504,0515126772,228764,10
62505,0515126772,229011,6
62506,0515126772,238757,10
62507,0515126772,239688,10
62508,0515126772,260944,8
62509,0515126772,262040,9
62510,0515126772,263383,5
62511,0515126772,266056,8
62512,0515126772,272671,7
62513,0515126772,273113,5
62514,0515127221,3719,7
62515,0515127221,4938,8
62516,0515127221,16795,9
62517,0515127221,24052,5
62518,0515127221,25410,8
62519,0515127221,30533,8
62520,0515127221,70878,8
62521,0515127221,83637,5
62522,0515127221,86093,10
62523,0515127221,108005,7
62524,0515127221,144531,9
62525,0515127221,146057,10
62526,0515127221,162639,8
62527,0515127221,164777,6
62528,0515127221,169677,9
62529,0515127221,176102,7
62530,0515127221,207148,6
62531,0515127221,213150,8
62532,0515127221,218241,10
62533,0515127221,244627,10
62534,0515127396,1409,5
62535,0515127396,2110,8
62536,0515127396,26620,5
62537,0515127396,55142,5
62538,0515127396,75591,8
62539,0515127396,97160,5
62540,0515127396,98574,9
62541,0515127396,102647,6
62542,0515127396,136382,6
62543,0515127396,149069,10
62544,0515127396,151143,8
62545,0515127396,157273,8
62546,0515127396,159033,6
62547,0515127396,160803,7
62548,0515127396,183046,7
62549,0515127396,202277,7
62550,0515127396,259260,9
62551,0515127485,30533,8
62552,0515127485,102220,7
62553,0515127485,106294,7
62554,0515127485,114988,7
62555,0515127485,135776,5
62556,0515127485,141958,8
62557,0515127485,152435,7
62558,0515127485,179433,9
62559,0515127485,184401,8
62560,0515127485,210077,5
62561,0515127485,248718,5
62562,0515127833,8323,6
62563,0515127833,11676,7
62564,0515127833,16908,8
62565,0515127833,29306,7
62566,0515127833,30276,7
62567,0515127833,40889,9
62568,0515127833,48494,10
62569,0515127833,49314,4
62570,0515127833,58255,9
62571,0515127833,82497,8
62572,0515127833,94214,9
62573,0515127833,112001,10
62574,0515127833,125774,8
62575,0515127833,146386,8
62576,0515127833,148121,5
62577,0515127833,151104,8
62578,0515127833,153662,9
62579,0515127833,158295,6
62580,0515127833,177690,7
62581,0515127833,184532,6
62582,0515127833,185254,10
62583,0515127833,192245,6
62584,0515127833,200226,7
62585,0515127833,227520,8
62586,0515127833,230400,7
62587,0515127833,239688,9
62588,0515127833,246634,5
62589,0515127833,252695,8
62590,0515127833,254465,10
62591,0515127833,273113,5
62592,0515128015,11676,9
62593,0515128015,26517,5
62594,0515128015,92132,10
62595,0515128015,108405,7
62596,0515128015,123066,8
62597,0515128015,132007,10
62598,0515128015,135873,8
62599,0515128015,177690,6
62600,0515128015,180348,8
62601,0515128015,184629,7
62602,0515128015,226545,6
62603,0515128546,13552,7
62604,0515128546,19711,5
62605,0515128546,23871,9
62606,0515128546,27813,8
62607,0515128546,53664,9
62608,0515128546,69933,9
62609,0515128546,73651,5
62610,0515128546,91342,7
62611,0515128546,100227,7
62612,0515128546,106007,7
62613,0515128546,108480,8
62614,0515128546,114368,10
62615,0515128546,120030,7
62616,0515128546,123883,5
62617,0515128546,124487,9
62618,0515128546,127122,5
62619,0515128546,129358,10
62620,0515128546,135376,10
62621,0515128546,136916,6
62622,0515128546,143965,6
62623,0515128546,153662,9
62624,0515128546,153718,8
62625,0515128546,156467,10
62626,0515128546,163804,7
62627,0515128546,163973,6
62628,0515128546,165308,8
62629,0515128546,167800,9
62630,0515128546,170693,6
62631,0515128546,175794,9
62632,0515128546,177374,10
62633,0515128546,181796,9
62634,0515128546,200226,8
62635,0515128546,207349,9
62636,0515128546,207860,8
62637,0515128546,209238,9
62638,0515128546,210685,6
62639,0515128546,212965,10
62640,0515128546,215139,9
62641,0515128546,216683,8
62642,0515128546,222688,8
62643,0515128546,224997,6
62644,0515128546,227520,9
62645,0515128546,229011,6
62646,0515128546,235099,9
62647,0515128546,238699,5
62648,0515128546,238757,10
62649,0515128546,239688,10
62650,0515128546,241080,8
62651,0515128546,247241,8
62652,0515128546,252695,9
62653,0515128546,258185,9
62654,0515128546,273113,5
62655,0515128554,11676,8
62656,0515128554,13552,7
62657,0515128554,26544,9
62658,0515128554,30887,9
62659,0515128554,40889,10
62660,0515128554,48494,10
62661,0515128554,49842,7
62662,0515128554,53664,9
62663,0515128554,73651,5
62664,0515128554,90417,10
62665,0515128554,92132,10
62666,0515128554,93426,5
62667,0515128554,109519,5
62668,0515128554,109899,6
62669,0515128554,112761,7
62670,0515128554,114368,10
62671,0515128554,120030,7
62672,0515128554,120908,10
62673,0515128554,123883,5
62674,0515128554,124487,9
62675,0515128554,124989,10
62676,0515128554,127122,5
62677,0515128554,128122,10
62678,0515128554,135376,10
62679,0515128554,136916,6
62680,0515128554,143965,6
62681,0515128554,152770,10
62682,0515128554,153662,9
62683,0515128554,153718,8
62684,0515128554,156467,10
62685,0515128554,175794,8
62686,0515128554,177374,9
62687,0515128554,178458,7
62688,0515128554,182334,6
62689,0515128554,194676,6
62690,0515128554,200226,7
62691,0515128554,208668,5
62692,0515128554,208671,5
62693,0515128554,209238,9
62694,0515128554,209756,5
62695,0515128554,212965,10
62696,0515128554,222688,8
62697,0515128554,224764,6
62698,0515128554,224997,5
62699,0515128554,227520,10
62700,0515128554,228764,10
62701,0515128554,235099,9
62702,0515128554,238757,9
62703,0515128554,239688,10
62704,0515128554,243720,8
62705,0515128554,244662,9
62706,0515128554,247241,9
62707,0515128554,247447,7
62708,0515128554,248615,6
62709,0515128554,252695,8
62710,0515128554,258185,8
62711,0515128554,273113,5
62712,0515128600,11676,7
62713,0515128600,26544,10
62714,0515128600,27813,8
62715,0515128600,45113,8
62716,0515128600,68156,10
62717,0515128600,203240,5
62718,0515128600,203799,5
62719,0515128600,247055,7
62720,0515128600,258185,7
62721,0515128600,269273,5
62722,0515128821,29101,7
62723,0515128821,30657,5
62724,0515128821,78973,8
62725,0515128821,86017,8
62726,0515128821,114988,8
62727,0515128821,115956,9
62728,0515128821,156150,10
62729,0515128821,156584,5
62730,0515128821,158226,5
62731,0515128821,166596,9
62732,0515128821,204864,9
62733,0515128821,212568,8
62734,0515128821,223892,5
62735,0515128821,236340,7
62736,0515128821,252865,8
62737,0515128821,269890,7
62738,051512902X,60278,9
62739,051512902X,88677,8
62740,051512902X,147307,8
62741,051512902X,153662,10
62742,051512902X,156467,10
62743,051512902X,194676,6
62744,051512902X,240113,8
62745,0515129224,6662,7
62746,0515129224,11676,8
62747,0515129224,76151,10
62748,0515129224,86276,8
62749,0515129224,150327,7
62750,0515129224,158295,6
62751,0515129224,163804,6
62752,0515129224,191523,8
62753,0515129224,233903,8
62754,0515129933,7371,6
62755,0515129933,49792,8
62756,0515129933,91342,6
62757,0515129933,112001,8
62758,0515129933,129358,9
62759,0515129933,135149,7
62760,0515129933,146113,5
62761,0515129933,153662,10
62762,0515129933,160878,7
62763,0515129933,161200,7
62764,0515129933,170845,6
62765,0515129933,212965,5
62766,0515129933,242006,8
62767,0515129933,249628,10
62768,0515129933,258185,7
62769,0515129941,11724,8
62770,0515129941,38718,10
62771,0515129941,102647,6
